_id,chunk_text
vec_1503,"AMS 326 - Numerical Analysis: AMS 326 - Numerical AnalysisDirect and indirect methods for the solution of linear and nonlinear equations. Computation of eigenvalues and eigenvectors of matrices. Quadrature, differentiation, and curve fitting. Numerical solution of ordinary and partial differential equations. May not be taken for credit in addition toCIV 350orMEC 320.3 creditsPrerequisite(s):CSE 101;AMS 161; basic skills in using a high-level programming language (C, C++, or Java).Advisory Preq:AMS 210"
vec_1504,"AMS 332 - Computational Modeling of Physiological Systems: AMS 332 - Computational Modeling of Physiological SystemsIntroduces students to the fundamental principles underlying computational modeling of complex physiological systems. A major focus of the course will be on the process by which a model of a biological system is developed. Students will be introduced to the mathematical methods required for the modeling of complex systems (including stochastic processes and both temporal and spatial dynamics) as well as to tools for computational simulation. Roughly one half of the class will focus on models for general cellular physiology, while the remaining half will focus on the development of higher-level models of a particular physiological system (for example, the neurobiological systems underlying learning).3 creditsPrerequisite(s):MAT 127orMAT 132orAMS 161or MPE level 9 and any one of the following:BIO 202orBIO 203orCHE 132orCHE 331orPHY 127orPHY 132Offered:This course is offered as both AMS 332 andBIO 332and is intended for STEM majors who have already completed the foundational courses in their major. Students who satisfy the pre-requisites but do not have a deeper background in some STEM field may find the class very challenging and should ask the instructor for guidance before registering."
vec_1505,"AMS 333 - Mathematical Biology: AMS 333 - Mathematical BiologyThis course introduces the use of mathematics and computer simulation to study a wide range of problems in biology. Topics include the modeling of populations, the dynamics of signal transduction and gene-regulatory networks, and simulation of protein structure and dynamics. A computer laboratory component allows students to apply their knowledge to real-world problems.3 creditsPrerequisite(s):AMS 161orMAT 132; U3 or U4 standing; or permission of the instructorSBC: EXP+, WRTD"
vec_1506,"AMS 335 - Game Theory: AMS 335 - Game TheoryIntroduction to game theory fundamentals with special emphasis on problems from economics and political science. Topics include strategic games and Nash equilibrium, games in coalitional form and the core, bargaining theory, measuring power in voting systems, problems of fair division, and optimal and stable matching.3 creditsPrerequisite(s):MAT 126orMAT 131orAMS 151; C or higher inECO 303Offered:This course is offered as both AMS 335 andECO 355.SBC: SBS+"
vec_1507,"AMS 341 - Operations Research I: Deterministic Models: AMS 341 - Operations Research I: Deterministic ModelsLinear programming with a view toward its uses in economics and systems analysis. Linear algebra and geometric foundations of linear programming; simplex method and its variations; primal dual programs; formulation and interpretation of linear programming models, including practical problems in transportation and production control. Optional computer projects. AMS 341 andAMS 342may be taken in either order, though it is recommended that AMS 341 be taken first. Not for credit in addition toEST 342.3 creditsPrerequisite(s):AMS 210orMAT 211orMAT 307andMAT 308SBC: SBS+"
vec_1508,"AMS 342 - Operations Research II: Stochastic Models: AMS 342 - Operations Research II: Stochastic ModelsMethods and techniques for stochastic modeling and optimization, with applications to queueing theory, Markov chains, inventory theory, games, and decisions.AMS 341and 342 may be taken in either order, though it is recommended thatAMS 341be taken first.3 creditsPrerequisite(s):AMS 210orMAT 211;AMS 311SBC: SBS+"
vec_1509,"AMS 345 - Computational Geometry: AMS 345 - Computational GeometryThe design and analysis of efficient algorithms to solve geometric problems that arise in computer graphics, robotics, geographical information systems, manufacturing, and optimization. Topics include convex hulls, triangulation, Voronoi diagrams, visibility, intersection, robot motion planning, and arrangements.3 creditsPrerequisite(s):AMS 301; programming knowledge of C or C++ or JavaOffered:This course is offered as both AMS 345 andCSE 355."
vec_1510,"AMS 351 - Applied Algebra: AMS 351 - Applied AlgebraTopics in algebra: groups, informal set theory, relations, homomorphisms. Applications: error correcting codes, Burnside’s theorem, computational complexity, Chinese remainder theorem.3 creditsPrerequisite(s):C or higher inAMS 210orMAT 211or MAT 220 orMAT 308Offered:This course is offered as both AMS 351 andMAT 312."
vec_1511,"AMS 380 - Data Mining: AMS 380 - Data MiningThis course will teach the basic ingredients of classical and contemporary statistical data mining methods, including dimension reduction, model selection, pattern recognition, and predictive modeling using traditional general linear models and generalized linear models, and modern statistical learning methods, such as decision trees, random forests, neural networks, etc. This course will teach how to employ these methods with the programming language Python.3 creditsPrerequisite(s):AMS 210orMAT 211orMAT 307;AMS 311"
vec_1512,"AMS 394 - Statistical Laboratory: AMS 394 - Statistical LaboratoryDesigned for students interested in statistics and their applications. Basic statistical techniques including sampling, design, regression, and analysis of variance are introduced. Includes the use of statistical packages such as SAS and R. Students translate realistic research problems into a statistical context and perform the analysis.3 creditsPrerequisite(s):AMS 310orAMS 315SBC: CER, ESI, EXP+"
vec_1513,AMS 410 - Actuarial Mathematics: AMS 410 - Actuarial MathematicsIntegrates calculus and probability with risk assessment and insurance in a quantitative manner to prepare students for the first actuarial examination.3 creditsPrerequisite(s):AMS 261orMAT 203;AMS 310;AMS 311orAMS 315
vec_1514,"AMS 412 - Mathematical Statistics: AMS 412 - Mathematical StatisticsEstimation, confidence intervals, Neyman Pearson lemma, likelihood ratio test, hypothesis testing, chi square test, regression, analysis of variance, nonparametric methods.3 creditsPrerequisite(s):AMS 311SBC: CER, ESI, EXP+"
vec_1515,"AMS 420 - Investment Science Foundations: AMS 420 - Investment Science FoundationsThis course focuses on fundamental principles of financial engineering and investment science such as cash flow streams, arbitrage, risk aversion, pricing of finance instruments, interest rate term structure, fixed income instruments duration, bond portfolio immunization, Markowitz mean-variance portfolio theory, Capital Asset Pricing Model and fixed proportion investment strategy.3 creditsPrerequisite(s):B or better inAMS 311Advisory Preq:AMS 341"
vec_1516,"AMS 441 - Business Enterprise: AMS 441 - Business EnterpriseExplores the strategy and technology of business enterprises. Integrates the practice of engineering and quantitative methods with the operations of a business in today’s globalized environment, whether in product development, financial management, or e-commerce.3 creditsPrerequisite(s):Junior or Senior Standing"
vec_1517,"AMS 458 - Speak Effectively Before an Audience: AMS 458 - Speak Effectively Before an AudienceA zero credit course that may be taken in conjunction withAMS 475course that provides opportunity to achieve the learning outcomes of the Stony Brook Curriculum’s SPK learning objective.0 credit,Pre- or corequisite:WRT 102or equivalent; permission of the instructorSBC: SPKGradedS/U grading"
vec_1518,"AMS 459 - Write Effectively in Applied Mathematics: AMS 459 - Write Effectively in Applied MathematicsA zero credit course that may be taken in conjunction withAMS 487, with permission of the instructor. The course provides opportunity to practice the skills and techniques of effective academic writing and satisfies the learning outcomes of the Stony Brook Curriculum’s WRTD learning objective.0 credit,Prerequisite(s):WRT 102; permission of the instructorSBC: WRTDGradedS/U grading"
vec_1519,"AMS 492 - Topics in Applied Mathematics: AMS 492 - Topics in Applied MathematicsTreatment of an area of applied mathematics that expands upon the undergraduate curriculum. Topics may include applied mathematics, statistics, or operations research and change from semester to semester. Semester supplements to this Bulletin contain specific description when course is offered.3 creditsPrerequisite(s):Permission of instructorRepeatable:May be repeated once, as the topic changes."
vec_1520,"ARB 101 - Intensive Elementary Arabic: ARB 101 - Intensive Elementary ArabicAn intensive course covering the elementary Arabic program (ARB 111,ARB 112) in one semester. This course is designed for students who have no prior knowledge of the language.6 creditsDEC: S3SBC: LANG"
vec_1521,"ARB 111 - Elementary Arabic I: ARB 111 - Elementary Arabic IAn introduction to Modern Standard Arabic, stressing speaking, comprehension, reading and writing, and to the cultures of Arabic-speaking countries. Course consists of 3 hours per week in group setting plus an online recitation hour. No student who has had two or more years of Arabic in high school (or who has otherwise acquired an equivalent proficiency) may receive credit for ARB 111 without written permission from the supervisor of the course.4 creditsSBC: partially fulfills LANG"
vec_1522,"ARB 112 - Elementary Arabic II: ARB 112 - Elementary Arabic IIAn introduction to Modern Standard Arabic, stressing speaking, comprehension, reading and writing and to the cultures of Arabic-speaking countries. Course consists of 3 hours per week in group setting plus an online recitation hour.4 creditsPrerequisite(s):C or better inARB 111or placement into ARB 112 (LVL 2)DEC: S3SBC: LANG"
vec_1523,"ARB 201 - Intensive Intermediate Arabic: ARB 201 - Intensive Intermediate ArabicAn intensive course covering the intermediate Arabic language courses (ARB 211,ARB 212) in one semester. May not be taken for credit in addition toARB 211,ARB 212.6 creditsPrerequisite(s):ARB 101orARB 112or placement into ARB 201 orARB 211(LVL3)SBC: GLO, HUM, LANG"
vec_1524,"ARB 211 - Intermediate Arabic I: ARB 211 - Intermediate Arabic IContinued study of Arabic at a more advanced level of speaking, comprehension, reading, writing, and grammar. Selected texts are read. Practice in the language laboratory supplements class work. No student who has four or more years of Arabic in high school (or who has otherwise acquired an equivalent proficiency) may receive credit for ARB 211 without written permission from the supervisor of the course.3 creditsPrerequisite(s):ARB 101orARB 112or placement intoARB 201or ARB 211 (LVL3)DEC: S3SBC: GLO, LANG"
vec_1525,"ARB 212 - Intermediate Arabic II: ARB 212 - Intermediate Arabic IIContinued study of Arabic at a more advanced level of speaking, comprehension, reading, writing, and grammar. Selected texts are read. Practice in the language laboratory supplements class work.3 creditsPrerequisite(s):ARB 211or placement into ARB 212 (LVL4)DEC: S3SBC: GLO, HUM, LANG"
vec_1526,"ARB 311 - Arabic Conversation: ARB 311 - Arabic ConversationARB 311 aims at developing the student’s proficiency in Modern Standard Arabic (MSA) from the Intermediate-High to Advanced-Mid level in accordance with the ACTFL proficiency guidelines. Refer to the website of the 2012 ACTFL proficiency guidelines for more information. Arabic is a diglossic language meaning that native speakers of Arabic make a distinction between MSA and spoken dialects. Modern Standard Arabic is the language used in formal settings such as education, religious ceremonies, and media such as the news. This course focuses on strengthening students’ oral production of MSA while introducing them to three varieties of Arabic (Egyptian, Levantine, and Gulf dialects.)3 creditsPrerequisite(s):ARB 211or Instructor permissionSBC: HFA+, LANG, SPK"
vec_1527,"ARB 444 - Experiential Learning: ARB 444 - Experiential LearningThis course is designed for students who engage in a substantial, structured experiential learning activity in conjunction with another class. Experiential learning occurs when knowledge acquired through formal learning and past experience are applied to a “real-world” setting or problem to create new knowledge through a process of reflection, critical analysis, feedback and synthesis. Beyond-the-classroom experiences that support experiential learning may include: service learning, mentored research, field work, or an internship.0 creditsPrerequisite(s):WRT 102or equivalent; Permission of Instructor; Approval of the EXP+ contractSBC: EXP+GradedS/U grading"
vec_1528,"ARB 447 - Directed Readings in Arabic: ARB 447 - Directed Readings in ArabicIndividually supervised readings in selected topics in Arabic language and literature or, alternatively, for the purpose of developing Arabic vocabulary in a secondary field, in selected topics in the humanities, social sciences, or natural sciences. May be repeated.1-6 creditsPrerequisite(s):Permission of instructorSBC: EXP+Repeatable:May be repeatedGradedS/U grading"
vec_1529,ARB 475 - Undergraduate Teaching Practicum I (in Arabic): ARB 475 - Undergraduate Teaching Practicum I (in Arabic)Each student conducts a regular problem or tutorial section that supplements a regular language course under the guidance of a master teacher. Responsibilities may include preparing materials for discussion and helping students with problems. Not for major or minor credit.3 creditsPrerequisite(s):Fluency in Arabic; permission of instructor and departmentSBC: EXP+GradedS/U grading
vec_1530,ARB 476 - Undergraduate Teaching Practicum II (in Arabic): ARB 476 - Undergraduate Teaching Practicum II (in Arabic)Work with a faculty member as an assistant in one of the faculty member’s regularly scheduled classes. Students assume greater responsibility in such areas as leading discussions and analyzing results of tests that have already been graded. The course in which the student is permitted to work as a teaching assistant must be different from the course in which he or she previously served.3 creditsPrerequisite(s):Fluency in Arabic; permission of instructor and departmentSBC: EXP+GradedS/U grading
vec_1531,"ARB 488 - Internship: ARB 488 - InternshipParticipation in local, state, national, and international public and private agencies and organizations to apply and reinforce language skills and knowledge of social and cultural institutions.0-6 creditsPrerequisite(s):Permission of Instructor and departmentSBC: EXP+Repeatable:May be repeated to 12 credits"
vec_1532,"ARH 106 - Art & Science: ARH 106 - Art & ScienceAn introduction to the complex relationship between art and science: their intertwined histories, values, technologies, and ways of interpreting the natural world. Analysis of specific visual and textual examples, as well as engagement of broader social and cultural concerns. Develops critical and creative thinking skills crucial for both the sciences and humanities.3 creditsSBC: ARTS"
vec_1533,"ARH 107 - Art and Medicine: ARH 107 - Art and MedicineAn introduction to the intersections of visual art and medicine from antiquity to today. The course develops skills in observation, analysis, empathy, and self-reflection through the study of the medical body in visual art and the role of art in health care. Topics of study include anatomical imagery, medical illustration, dissection and display of human remains, gender and women’s health, the representation of medicine as a profession, art activism, and art therapy.3 creditsSBC: ARTS"
vec_1534,"ARH 203 - Arts of Asia: ARH 203 - Arts of AsiaA general course on Far Eastern art covering India, China, and Japan from its beginnings to the present. Emphasis is on the major arts of painting and sculpture, with some reference to architecture.3 creditsDEC: JSBC: ARTS, GLO"
vec_1535,"ARH 205 - Introduction to Architecture & Design: ARH 205 - Introduction to Architecture & DesignAn introduction to the discipline of architecture through various interpretations of its technological and cultural functions. Focusing on the history of architecture’s engagement with engineering, anthropology, sociology, and politics, this course explores changing conceptions of the nature and the task of architecture.3 creditsDEC: GSBC: ARTS, TECH"
vec_1536,"ARH 206 - Modern Art: ARH 206 - Modern ArtAn introduction to the history of modern art, beginning with French Rococo and concluding with themes and concerns of a globally interconnected art world. Particular attention will be given to the rise of Modernism in Europe, the role of artists and artistic movements in social and political change, and the relationship of contemporary artistic practice to technology, social media and visual culture.3 creditsDEC: DSBC: ARTS"
vec_1537,"ARH 207 - Digital Media: History/Theory: ARH 207 - Digital Media: History/TheoryAn introduction to historical and theoretical issues in digital media. Following discussion of basic concepts in studying digital media, the course focuses on examining the history of computer technologies, and their theoretical implications and cultural ramifications in the present.3 creditsDEC: DSBC: ARTS, TECH"
vec_1538,"ARH 208 - History of Photography: ARH 208 - History of PhotographyA historical survey of the technical, theoretical, and aesthetic development of black-and-white and color still photography and its close interrelationship with the evolution of modern art.3 creditsDEC: GSBC: ARTS"
vec_1539,"ARH 209 - Arts of the United States: ARH 209 - Arts of the United StatesAn introduction to the history of painting, sculpture, and architecture in the United States from the late colonial period to World War II. Particular emphasis will be given to understanding art’s changing forms and meanings and its relationship to crucial themes and developments in American history: the impact of national expansion, for example, and of immigration, urbanization, and modernization more generally. The course will also focus on the varied images of American society created by artists of diverse class, racial, and ethnic backgrounds.3 creditsDEC: KSBC: ARTS, USA"
vec_1540,"ARH 210 - The Art and Technology of Film: ARH 210 - The Art and Technology of FilmAn introduction to film and video art technologies within modern and contemporary art practice. Surveys canonical works in experimental film, artist’s television, video installation and artist’s cinema from the 1910s to the present, situating these works in relation to larger movements in the visual and performing arts, and to the changing conventions of mainstream film and television.3 creditsDEC: DSBC: ARTS, TECH"
vec_1541,"ARH 299 - Gallery Management Workshop: ARH 299 - Gallery Management WorkshopHands-on experience with gallery administration including development of practical skills in nonprofit gallery and museum work. Course involves in-person work in the Zuccaire Gallery as well as readings and short written assignments focused on art gallery and museum curating, public programs and marketing. May be repeated twice.1 credit,Prerequisite(s):one ARH courseSBC: ARTS, EXP+GradedS/U grading"
vec_1542,"ARH 300 - Greek Art and Architecture: ARH 300 - Greek Art and ArchitectureThe study of ancient Greek art and architecture from the earliest beginnings in the geometric period through the archaic, classical, and Hellenistic periods.3 creditsPrerequisite(s):ARH 202DEC: ISBC: HFA+"
vec_1543,ARH 301 - Roman Art and Architecture: ARH 301 - Roman Art and ArchitectureThe study of ancient Roman art and architecture from the Republic through the Constantinian period in Italy and the greater Roman world.3 creditsPrerequisite(s):ARH 202DEC: ISBC: HFA+
vec_1544,"ARH 302 - Ancient Egyptian Art: ARH 302 - Ancient Egyptian ArtSurvey of art and architecture of ancient Egypt from the development of the first monumental art and architecture (c. 3000 B.C.) through the Early Christian era (c. 300 A.D.) focusing on culturally specific concepts of representation and aesthetics and the status and purposes of ancient Egyptian arts. The role of patronage, the uses of art and architecture in cult, in temples, and in tombs, and the relationship of art and politics are considered, along with the question of the place of Egyptian art within the development of world art and the concept of Egypt as the African origins of Western civilization.3 creditsPrerequisite(s):ARH 202DEC: JSBC: HFA+"
vec_1545,"ARH 306 - Italian Renaissance Art: ARH 306 - Italian Renaissance ArtAn introduction to art in Italy from the late 13th through the late 16th centuries, with special emphasis on major centers, such as Florence, Rome, and Venice, and major figures such as Masaccio, Donatello, Leonardo da Vinci, Michelangelo, Raphael, and Titian. This course offered as both ARH 306 andHUI 306.3 creditsPrerequisite(s):U3 or U4 statusAdvisory Preq:ARH 204DEC: ISBC: HFA+"
vec_1546,"ARH 315 - Art of Spain and Colonial Latin America: ARH 315 - Art of Spain and Colonial Latin AmericaAn overview of painting, sculpture, and architecture in Spain and colonial Latin America during the 16th and 17th centuries. Topics of particular study include the arrival of the Renaissance in Spain, traditions of hyper-realistic wooden sculpture, trade and artistic exchange in the Spanish global empire, manuscript and mural painting in the Americas, and cathedral and palace architecture in Mexico and Peru; special attention will be paid to the works of Ribera, Zurbarán, Velázquez, Pedro de Mena, and Luisa Roldán.3 creditsPrerequisite(s):U3 or U4 statusAdvisory Preq:ARH 204DEC: GSBC: HFA+"
vec_1547,"ARH 316 - Italian Baroque Art: ARH 316 - Italian Baroque ArtA study of the visual culture of Counter Reformation Italy, with particular emphasis on the painting, sculpture, and architecture of seventeenth century Rome. Topics include the Carracci reform of painting, the rise of naturalism, Caravaggism, the development of illusionistic painting, and developments in science and the arts. Particular emphasis is given to the work of Caravaggio, Annibale Carracci, Bernini, Borromini, Guido Reni, Artemisia Gentileschi, Salvator Rosa, Pietro da Cortona and Andrea Sacchi.3 creditsPrerequisite(s):U3 or U4 statusAdvisory Preq:ARH 204DEC: ISBC: HFA+"
vec_1548,"ARH 317 - Islamic Art: ARH 317 - Islamic ArtArt and architecture in the Islamic world from ca. 600 A.D. to the present, introducing the varied traditions of the arts of the Islamic world, from Spain and Morocco to the Indian subcontinent. Consideration of both religious and secular art and architecture in their historical and cultural contexts with emphasis on the development of Islamic forms of visual representation.3 creditsPrerequisite(s):one ARH course or permission of the instructorDEC: JSBC: HFA+"
vec_1549,"ARH 321 - Women Artists, 1400-1750: ARH 321 - Women Artists, 1400-1750Once ignored or considered curious rarities, we now know the names and works of many women working as artists in Europe in the early modern period, and their numbers are constantly growing. Major exhibitions of their art and new scholarship have dispelled myths about the quality or supposed limitations of art by women, challenged the traditional boundaries of the objects of art history, and demonstrated a broad public desire to know more about women artists of the past. Through the careers and works of artists including Clara Peeters, Sofonisba Anguissola, Artemisia Gentileschi, Lavinia Fontana, Judith Leyster, Luisa Roldán, and Maria Sibylla Merian we will consider what it took to succeed as a woman artist and how success itself is defined for women, historically and today. Though the focus is on artists active in Europe, we will also consider themes of the global early modern world through topics such as still life painting and natural history, convent networks and nuns’ works, and international collecting and exhibition in the early modern period and today, Focused studies of individual artists will open to broad thematic discussions of topics such as feminist and gender history, the intersection of art and science, and the historiography of art writing.3 creditsPrerequisite(s):One ARH courseSBC: DIV, HFA+"
vec_1550,"ARH 322 - American Art Since 1947: ARH 322 - American Art Since 1947A survey of painting and sculpture in New York, including abstract expressionism, hard edge painting, pop art, minimal art, earthworks, protest art, and postmodernism.3 creditsPrerequisite(s):ARH 206DEC: GSBC: HFA+"
vec_1551,"ARH 323 - History and Methods of Art History: ARH 323 - History and Methods of Art HistorySeminar designed to engage students with the history and methods of art history. Through close readings of key texts and discussions, the course explores issues raised by aesthetics, iconography, formalism, the social history of art, as well as the impact of semiotics, feminism, psychoanalysis, and post-modernism on the discipline of art history. Formerly offered as ARH 420. Not for credit in addition to ARH 420.3 creditsPrerequisite(s):one ARH course or permission of the instructorSBC: ESI, SPK"
vec_1552,"ARH 325 - Ancient Middle Eastern Art: ARH 325 - Ancient Middle Eastern ArtSurvey of the art and architecture of ancient Mesopotamia from the establishment of the first cities and the development of the first monumental architecture (c. 3300 B.C.) through the Hellenistic conquest. Focus on concepts of representation and aesthetics and their uses in politics, private rituals, and state cults.3 creditsPrerequisite(s):ARH 202DEC: JSBC: GLO, HFA+"
vec_1553,"ARH 326 - Arts of Ancient Mesoamerica: ARH 326 - Arts of Ancient MesoamericaA survey of the artistic and cultural achievements of the major civilizations of Central America prior to the European conquest. Emphasis is on architectural and sculptural art forms and the ritual, social, and political contexts within which they were created.3 creditsPrerequisite(s):one ARH course or permission of the instructorDEC: JSBC: HFA+"
vec_1554,"ARH 328 - Exhibiting Africa: ARH 328 - Exhibiting AfricaAn exploration of the way African art has been exhibited in museum and other contexts in the West. We begin with the historical background of colonial expositions and then examine the range of contexts in which African art appears, from art museums to galleries to natural history museums. We also discuss a number of groundbreaking and controversial exhibitions, and we end with reviews of recent Biennales and Arts Festivals. We may also review several permanent and special exhibitions currently on display in Manhattan and the greater Metropolitan area.3 creditsPrerequisite(s):U3 or U4 statusSBC: CER, SPK"
vec_1555,"ARH 330 - Public Art and Urban Design in New York City: ARH 330 - Public Art and Urban Design in New York CityExplores the history of public arts and urban built environments in New York City, from the mid-nineteenth century to the present day. The city itself will be a key resource, and the course will involve site visits to a number of key monuments, institutions, and other locales. The focus of study will include statues, memorials, plaques, parks, and street furniture, and the people, institutions, and events that produced them. Drawing on perspectives from art history, American Studies, and urban and social history, the course will consider the impact of such developments as war, immigration and urbanization, political reconfigurations and commercial expansion, ethnic, racial, and interpersonal conflict, tourism, and terrorism.3 creditsPrerequisite(s):ARH 209DEC: GSBC: HFA+"
vec_1556,"ARH 333 - Arts for the Public: ARH 333 - Arts for the PublicThe history of efforts to develop forms of artistic work that engage broad audiences of citizens and consumers. Examination of a range of enterprises spanning the century, including monuments, murals, animated cartoons, propaganda, and the Web. Drawing on perspectives from art history, social history, and cultural studies, the course considers developments throughout the 20th century in the United States such as urbanization, political and business expansion, class and racial conflict, war, and technological innovation, in relation to art work.3 creditsPrerequisite(s):one ARH courseDEC: KSBC: CER, USA"
vec_1557,"ARH 334 - Performance Art I: The European Avant-Garde: ARH 334 - Performance Art I: The European Avant-GardeThis course explores the history and theory of avant-garde performance from its inception in the early 20th century through Surrealism. Questions addressed focus on the choices made by artists, and the forces within the culture that encourage the forms they use. Course projects include a performance that reconstructs an event from one of the periods studied and a term paper.3 creditsPrerequisite(s):U3 or U4 standing; one ARH, ARS, MUS, or THR courseOffered:This course is offered as both ARH 334 andTHR 334.DEC: GSBC: HFA+"
vec_1558,"ARH 336 - The Computer and the Arts: ARH 336 - The Computer and the ArtsAn introduction to historical and theoretical issues in computational art. Following discussion of basic concepts in studying digital media, the course focuses on examining the history of computer technologies as they intersect with the arts and the theoretical, cultural and aesthetic ramifications of this intersection.3 creditsPrerequisite(s):ARH 207DEC: HSBC: STAS"
vec_1559,"ARH 339 - The Art and Science of Astronomy: ARH 339 - The Art and Science of AstronomyThis interdisciplinary course examines how art and science relate in efforts to understand and visualize the cosmos. It traces how discoveries in astronomy and astrophysics have correlated with specific visual technologies and visual techniques, ranging from telescope observations through astrophotography to computational simulations. It explores how aesthetic strategies structure scientific practices of observation and representation, as well as how artists draw on scientific methods and images for creative experimentation. It asks how the mutual influence between science and art shapes the norms and assumptions of both, changing how we image and imagine what exists beyond the limits of ordinary perception.3 creditsPrerequisite(s):one previous ARH, ARS, AST, or PHY courseAdvisory Preq:eitherARH 106orARH 107SBC: STAS"
vec_1560,"ARH 344 - Performance Art II: World War II to the Present: ARH 344 - Performance Art II: World War II to the PresentThis course explores the history and theory of performance art from World War II to the present, using an international perspective to identify different forms and practices from Happenings to Body Art and the introduction of new technologies. Questions addressed focus on the choices made by artists, and the forces within the culture that encourage the forms they use. Course projects include developing a site specific performance and a term paper.3 creditsPrerequisite(s):U3 or U4 standing; one ARH, ARS, MUS, or THR courseAdvisory Preq:ARH/THR 334Offered:This course is offered as both ARH 344 andTHR 344.DEC: GSBC: HFA+"
vec_1561,"ARH 346 - Art and Politics in the Age of Revolution: ARH 346 - Art and Politics in the Age of RevolutionA survey of European art from about 1790 to 1850, stressing artistic attitudes as well as a progression of styles. A special effort is made to view art in historical and cultural context. A principal theme is the development of the modern artistic ideology through ideals such as genius, originality, and the sublime, all of which emerge in the context of a series of political revolutions going from 1789 to 1848. Conflict between the aesthetic and the political, the personal and the public, the traditional and the modern will be explored. Major artists treated are: David, Goya, Fuessli, Blake, Runge, Friedrich, Constable, Ingres, Gericault, Delacroix, Turner, Courbet. Not for credit in addition to ARH 341.3 creditsPrerequisite(s):ARH 206DEC: ISBC: HFA+"
vec_1562,"ARH 347 - Avant-Garde Art: Realism, Impressionism, Post-Impressionism: ARH 347 - Avant-Garde Art: Realism, Impressionism, Post-ImpressionismAn examination of the origins of the avant-garde in European painting and its revolutionary developments from Impressionism through Post Impressionism. The course explores the social, political, and cultural roots of the artists who overturned conservative traditions in favor of modern values and thus established the basis and direction for the art of our time. Conflicts between the aesthetic and the political, the personal and the public, the traditional and the modern will be explored. Social relationships, including those of class and gender, are also embedded in works claiming objective naturalism. Major artists treated are Manet, Degas, Monet, Renoir, Pissarro, Seurat, Van Gogh, Gauguin and Cezanne. Not for credit in addition to ARH 341.3 creditsPrerequisite(s):ARH 206DEC: ISBC: HFA+"
vec_1563,"ARH 348 - Contemporary Art: ARH 348 - Contemporary ArtA survey of art from 1980 to the present. Topics include Site-Specificity, Biennial Cultures, Art Markets, Video Art, Performance, Institutional Critique, Art and Technology, Appropriation, Collectivity and Globalization.3 creditsPrerequisite(s):ARH 206orARH 207DEC: GSBC: DIV, HFA+"
vec_1564,"ARH 350 - Museum Studies: ARH 350 - Museum StudiesThis museum seminar is designed to introduce the students to the study of museums from their inception in the 18th century in western Europe, as part of the obsessive natural history collections to exploring the evolving role of art museums in a global society. We begin with a review of collecting as a personal obsession to a profession to our examination of the rapidly changing social, political and economic environments is forcing museums to reconfigure themselves and embrace new roles. To this end, we will examine both the creation of these institutions as cultural trendsetters, by the middle of 19th century, and explore how a successful exhibition may help shape societal and cultural concerns with respect to public attitudes towards art. This class will investigate a range of topical issues and processes within the context of cultural change. Formerly offered as ARH 406. Not for credit in addition to ARH 406.3 creditsPrerequisite(s):U3 or U4 statusSBC: CER, SPK"
vec_1565,"ARH 355 - Modern and Contemporary Korean Art: ARH 355 - Modern and Contemporary Korean ArtAn examination of the rich development of arts and visual culture in modern and contemporary Korea, from the late 19th century to the early 21th century, including critical discourses of colonial modernity, nationalism, democracy, and globalization as well as art movements, individual artists, and various modalities of visuality. The mediums and genres to be discussed may include: ethnographic photography, war photography, illustrations, oil and ink painting, abstract painting, protest art, sculpture, installation, public art, video art and film.3 creditsPrerequisite(s):U3 or U4 standing; one ARH course or two AAS coursesAdvisory Preq:ARH 206andARH 203DEC: GSBC: GLO, HFA+"
vec_1566,"ARH 390 - Topics in European Art: ARH 390 - Topics in European ArtPast topics have included titles such as Mythology in Art; European Popular Art; and Italian Renaissance Sculpture. Designed for upper-division students, this course provides an in-depth study of a specific topic relating to Western civilization. Students will be expected to demonstrate knowledge of the development of the distinctive features of the history, institutions, economy, society, and culture of Western civilization, and relate it to that of other regions in the world.3 creditsPrerequisite(s):one ARH courseDEC: ISBC: HFA+Repeatable:May be repeated as the topic changes."
vec_1567,"ARH 391 - Topics in Global Art: ARH 391 - Topics in Global ArtAn in-depth exploration of a particular theme, movement or approach to transcultural artistic forms and practices.3 creditsPrerequisite(s):U3 or U4 standing; one ARH courseDEC: GSBC: GLO, HFA+Repeatable:May be repeated for credit as the topic changes."
vec_1568,"ARH 392 - Topics in Modern Art: ARH 392 - Topics in Modern ArtAn in-depth exploration of particular themes related to the theories and practices of modern art between 1850 and 1950, including such topics as: avant-garde art movements, color theories and practices, Modernism, the influence of science, technology, and industry on art making, Utopian beliefs, art criticism, and the role of fine and applied art within sociopolitical movements. Specific topics will primarily focus on European and American art, though the ideas and practices from other geographical regions may also be discussed. May be repeated for credit as course topic changes.3 creditsPrerequisite(s):ARH 206and U3 or U4 standingDEC: GSBC: HFA+"
vec_1569,"ARH 393 - Topics in Middle Eastern Art: ARH 393 - Topics in Middle Eastern ArtAn in-depth exploration of particular themes within the field of Middle Eastern art, that may include topics on ancient art from Mesopotamia to Rome, and/or on contemporary Middle Eastern artists, artistic forms and practices.3 creditsPrerequisite(s):U3 or U4 standing; one ARH courseDEC: GSBC: GLO, HFA+Repeatable:May be repeated for credit as course topic changes."
